section ,searched ,terms ,title ,authors ,published ,database,source,url
"shops,shopping,recommender systems,business",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (shops OR shopping OR recommender systems OR business),Forecasting the behavior of an elderly using wireless sensors data in a smart home,"NK Suryadevara, SC Mukhopadhyay, R Wang… - … of Artificial Intelligence, 2013 - Elsevier", R Wang… ,Google Scholar,http://www.sciencedirect.com/science/article/pii/S0952197613001553,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28shops+OR+shopping+OR+recommender+systems+OR+business%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=20
"data,data management,AI,artificial intelligence",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),A case-driven ambient intelligence system for elderly in-home assistance applications,"F Zhou, JR Jiao, S Chen… - IEEE Transactions on …, 2011 - ieeexplore.ieee.org", S Chen… ,Google Scholar,http://ieeexplore.ieee.org/abstract/document/5504187/,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28data+OR+data+management+OR+AI+OR+artificial+intelligence%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=0
"data,data management,AI,artificial intelligence",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),Bonsai: a smart building ontology for ambient intelligence,"TG Stavropoulos, D Vrakas, D Vlachava… - … on web intelligence …, 2012 - dl.acm.org", D Vlachava… ,Google Scholar,http://dl.acm.org/citation.cfm?id=2254166,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28data+OR+data+management+OR+AI+OR+artificial+intelligence%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=0
"data,data management,AI,artificial intelligence",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),How smart is your home?,"DJ Cook - Science, 2012 - science.sciencemag.org",DJ Cook ,Google Scholar,http://science.sciencemag.org/content/335/6076/1579.short,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28data+OR+data+management+OR+AI+OR+artificial+intelligence%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=0
"data,data management,AI,artificial intelligence",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),A survey on ambient-assisted living tools for older adults,"P Rashidi, A Mihailidis - IEEE journal of biomedical and health …, 2013 - ieeexplore.ieee.org", A Mihailidis ,Google Scholar,http://ieeexplore.ieee.org/abstract/document/6399501/,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28data+OR+data+management+OR+AI+OR+artificial+intelligence%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=0
"data,data management,AI,artificial intelligence",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),A survey on ambient intelligence in healthcare,"G Acampora, DJ Cook, P Rashidi… - Proceedings of the …, 2013 - ieeexplore.ieee.org", P Rashidi… ,Google Scholar,http://ieeexplore.ieee.org/abstract/document/6579688/,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28data+OR+data+management+OR+AI+OR+artificial+intelligence%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=0
"data,data management,AI,artificial intelligence",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),Towards the implementation of IoT for environmental condition monitoring in homes,"SDT Kelly, NK Suryadevara… - IEEE Sensors …, 2013 - ieeexplore.ieee.org", NK Suryadevara… ,Google Scholar,http://ieeexplore.ieee.org/abstract/document/6516934/,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28data+OR+data+management+OR+AI+OR+artificial+intelligence%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=0
"data,data management,AI,artificial intelligence",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),"Conceptualizing smart city with dimensions of technology, people, and institutions","T Nam, TA Pardo - Proceedings of the 12th annual international digital …, 2011 - dl.acm.org", TA Pardo ,Google Scholar,http://dl.acm.org/citation.cfm?id=2037602,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28data+OR+data+management+OR+AI+OR+artificial+intelligence%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=0
"data,data management,AI,artificial intelligence",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),Forecasting the behavior of an elderly using wireless sensors data in a smart home,"NK Suryadevara, SC Mukhopadhyay, R Wang… - … of Artificial Intelligence, 2013 - Elsevier", R Wang… ,Google Scholar,http://www.sciencedirect.com/science/article/pii/S0952197613001553,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28data+OR+data+management+OR+AI+OR+artificial+intelligence%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=0
"data,data management,AI,artificial intelligence",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),A survey of service composition in ambient intelligence environments,"TG Stavropoulos, D Vrakas, I Vlahavas - Artificial Intelligence Review, 2013 - Springer", I Vlahavas ,Google Scholar,http://www.springerlink.com/index/T18R02N1484G2114.pdf,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28data+OR+data+management+OR+AI+OR+artificial+intelligence%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=0
"data,data management,AI,artificial intelligence",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),Fuzzy cognitive maps for artificial emotions forecasting,"JL Salmeron - Applied Soft Computing, 2012 - Elsevier",JL Salmeron ,Google Scholar,http://www.sciencedirect.com/science/article/pii/S1568494612000415,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28data+OR+data+management+OR+AI+OR+artificial+intelligence%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=0
"data,data management,AI,artificial intelligence",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),A system-on-chip development of a neuro–fuzzy embedded agent for ambient-intelligence environments,"I del Campo, K Basterretxea… - … on Systems, Man …, 2012 - ieeexplore.ieee.org", K Basterretxea… ,Google Scholar,http://ieeexplore.ieee.org/abstract/document/6046142/,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28data+OR+data+management+OR+AI+OR+artificial+intelligence%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=10
"data,data management,AI,artificial intelligence",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),Sensor 9 k: A testbed for designing and experimenting with WSN-based ambient intelligence applications,"A De Paola, S Gaglio, GL Re, M Ortolani - Pervasive and Mobile …, 2012 - Elsevier", M Ortolani ,Google Scholar,http://www.sciencedirect.com/science/article/pii/S1574119211000319,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28data+OR+data+management+OR+AI+OR+artificial+intelligence%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=10
"data,data management,AI,artificial intelligence",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),Detecting Anomalous Sensor Events in Smart Home Data for Enhancing the Living Experience.,"VR Jakkula, DJ Cook - Artificial intelligence and smarter living, 2011 - aaai.org", DJ Cook ,Google Scholar,http://www.aaai.org/ocs/index.php/WS/AAAIW11/paper/download/3889/4212,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28data+OR+data+management+OR+AI+OR+artificial+intelligence%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=10
"data,data management,AI,artificial intelligence",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),Ambient intelligence: A survey,"F Sadri - ACM Computing Surveys (CSUR), 2011 - dl.acm.org",F Sadri ,Google Scholar,http://dl.acm.org/citation.cfm?id=1978815,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28data+OR+data+management+OR+AI+OR+artificial+intelligence%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=10
"data,data management,AI,artificial intelligence",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),The emergence of social and community intelligence,"D Zhang, B Guo, Z Yu - Computer, 2011 - ieeexplore.ieee.org", Z Yu ,Google Scholar,http://ieeexplore.ieee.org/abstract/document/5719570/,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28data+OR+data+management+OR+AI+OR+artificial+intelligence%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=10
"data,data management,AI,artificial intelligence",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),How smart is your city?,"M O'grady, G O'hare - Science, 2012 - science.sciencemag.org", G O'hare ,Google Scholar,http://science.sciencemag.org/content/335/6076/1581.short,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28data+OR+data+management+OR+AI+OR+artificial+intelligence%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=10
"data,data management,AI,artificial intelligence",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),State of the art of smart homes,"LC De Silva, C Morikawa, IM Petra - … Applications of Artificial Intelligence, 2012 - Elsevier", IM Petra ,Google Scholar,http://www.sciencedirect.com/science/article/pii/S095219761200098X,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28data+OR+data+management+OR+AI+OR+artificial+intelligence%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=10
"data,data management,AI,artificial intelligence",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),Intelligent environments: a manifesto,"JC Augusto, V Callaghan, D Cook, A Kameas… - … -Centric Computing and …, 2013 - Springer", A Kameas… ,Google Scholar,http://link.springer.com/article/10.1186/2192-1962-3-12,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28data+OR+data+management+OR+AI+OR+artificial+intelligence%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=10
"data,data management,AI,artificial intelligence",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),Model-driven development of advanced user interfaces,"H Hussmann, G Meixner, D Zuehlke - 2011 - books.google.com", D Zuehlke ,Google Scholar,https://books.google.co.uk/books?hl=en&lr=&id=U3iqCAAAQBAJ&oi=fnd&pg=PR1&dq=(ambient+intelligence+OR+ambient+system+OR+smart+environment)+AND+(data+OR+data+management+OR+AI+OR+artificial+intelligence)&ots=7sdlXLNISS&sig=FpQPuJDlIqVBOzXlWYurmTMQH1A,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28data+OR+data+management+OR+AI+OR+artificial+intelligence%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=10
"data,data management,AI,artificial intelligence",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),Development of multi-agent system for building energy and comfort management based on occupant behaviors,"R Yang, L Wang - Energy and Buildings, 2013 - Elsevier", L Wang ,Google Scholar,http://www.sciencedirect.com/science/article/pii/S0378778812005348,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28data+OR+data+management+OR+AI+OR+artificial+intelligence%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=10
"data,data management,AI,artificial intelligence",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),Visualization of data for ambient assisted living services,"M Mulvenna, W Carswell, P McCullagh… - IEEE …, 2011 - ieeexplore.ieee.org", P McCullagh… ,Google Scholar,http://ieeexplore.ieee.org/abstract/document/5681023/,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28data+OR+data+management+OR+AI+OR+artificial+intelligence%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=20
"data,data management,AI,artificial intelligence",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),A context-aware multi-agent system as a middleware for ambient intelligence,"A Olaru, AM Florea, AEF Seghrouchni - Mobile Networks and Applications, 2013 - Springer", AEF Seghrouchni ,Google Scholar,http://link.springer.com/article/10.1007/s11036-012-0408-9,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28data+OR+data+management+OR+AI+OR+artificial+intelligence%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=20
"data,data management,AI,artificial intelligence",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),CASAS: A smart home in a box,"DJ Cook, AS Crandall, BL Thomas, NC Krishnan - Computer, 2013 - ieeexplore.ieee.org", NC Krishnan ,Google Scholar,http://ieeexplore.ieee.org/abstract/document/6313586/,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28data+OR+data+management+OR+AI+OR+artificial+intelligence%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=20
"data,data management,AI,artificial intelligence",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),Ambient Assisted Living system for in-home monitoring of healthy independent elders,"JA Botia, A Villa, J Palma - Expert Systems with Applications, 2012 - Elsevier", J Palma ,Google Scholar,http://www.sciencedirect.com/science/article/pii/S095741741200173X,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28data+OR+data+management+OR+AI+OR+artificial+intelligence%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=20
"data,data management,AI,artificial intelligence",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),"Ambient assisted living healthcare frameworks, platforms, standards, and quality attributes","M Memon, SR Wagner, CF Pedersen, FHA Beevi… - Sensors, 2014 - mdpi.com", FHA Beevi… ,Google Scholar,http://www.mdpi.com/1424-8220/14/3/4312/htm,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28data+OR+data+management+OR+AI+OR+artificial+intelligence%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=20
"data,data management,AI,artificial intelligence",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),Combining Cloud and sensors in a smart city environment,"N Mitton, S Papavassiliou, A Puliafito, KS Trivedi - 2012 - Springer", KS Trivedi ,Google Scholar,http://link.springer.com/article/10.1186/1687-1499-2012-247,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28data+OR+data+management+OR+AI+OR+artificial+intelligence%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=20
"data,data management,AI,artificial intelligence",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),Ambient intelligence environments for accessing building information: A healthcare facility management scenario,"J Irizarry, M Gheisari, G Williams, K Roper - Facilities, 2014 - emeraldinsight.com", K Roper ,Google Scholar,http://www.emeraldinsight.com/doi/abs/10.1108/F-05-2012-0034,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28data+OR+data+management+OR+AI+OR+artificial+intelligence%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=20
"data,data management,AI,artificial intelligence",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),A smarter smart home: Case studies of ambient intelligence,"S Makonin, L Bartram… - IEEE Pervasive Computing, 2013 - ieeexplore.ieee.org", L Bartram… ,Google Scholar,http://ieeexplore.ieee.org/abstract/document/6287502/,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28data+OR+data+management+OR+AI+OR+artificial+intelligence%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=20
"data,data management,AI,artificial intelligence",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),Sensor data fusion for activity monitoring in the PERSONA ambient assisted living project,"M Amoretti, S Copelli, F Wientapper, F Furfari… - … of Ambient Intelligence …, 2013 - Springer", F Furfari… ,Google Scholar,http://link.springer.com/article/10.1007/s12652-011-0095-6,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28data+OR+data+management+OR+AI+OR+artificial+intelligence%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=20
"data,data management,AI,artificial intelligence",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),CoCaMAAL: A cloud-oriented context-aware middleware in ambient assisted living,"A Forkan, I Khalil, Z Tari - Future Generation Computer Systems, 2014 - Elsevier", Z Tari ,Google Scholar,http://www.sciencedirect.com/science/article/pii/S0167739X13001544,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28data+OR+data+management+OR+AI+OR+artificial+intelligence%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=20
"human,affective",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (human OR affective),A case-driven ambient intelligence system for elderly in-home assistance applications,"F Zhou, JR Jiao, S Chen… - IEEE Transactions on …, 2011 - ieeexplore.ieee.org", S Chen… ,Google Scholar,http://ieeexplore.ieee.org/abstract/document/5504187/,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28human+OR+affective%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=0
"human,affective",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (human OR affective),Handbook of human factors and ergonomics,G Salvendy - 2012 - books.google.com,G Salvendy ,Google Scholar,https://books.google.co.uk/books?hl=en&lr=&id=WxJVNLzvRVUC&oi=fnd&pg=PA3&dq=(ambient+intelligence+OR+ambient+system+OR+smart+environment)+AND+(human+OR+affective)&ots=pYlkGUStp7&sig=pInmDMXdk5s6anVMsfi35GVbFWg,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28human+OR+affective%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=0
"human,affective",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (human OR affective),A survey on ambient-assisted living tools for older adults,"P Rashidi, A Mihailidis - IEEE journal of biomedical and health …, 2013 - ieeexplore.ieee.org", A Mihailidis ,Google Scholar,http://ieeexplore.ieee.org/abstract/document/6399501/,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28human+OR+affective%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=0
"human,affective",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (human OR affective),A review on vision techniques applied to human behaviour analysis for ambient-assisted living,"AA Chaaraoui, P Climent-Pérez… - Expert Systems with …, 2012 - Elsevier", P Climent,Google Scholar,http://www.sciencedirect.com/science/article/pii/S0957417412004757,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28human+OR+affective%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=0
"human,affective",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (human OR affective),"Conceptualizing smart city with dimensions of technology, people, and institutions","T Nam, TA Pardo - Proceedings of the 12th annual international digital …, 2011 - dl.acm.org", TA Pardo ,Google Scholar,http://dl.acm.org/citation.cfm?id=2037602,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28human+OR+affective%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=0
"human,affective",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (human OR affective),A survey on ambient intelligence in healthcare,"G Acampora, DJ Cook, P Rashidi… - Proceedings of the …, 2013 - ieeexplore.ieee.org", P Rashidi… ,Google Scholar,http://ieeexplore.ieee.org/abstract/document/6579688/,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28human+OR+affective%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=0
"human,affective",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (human OR affective),"Ambient assisted living healthcare frameworks, platforms, standards, and quality attributes","M Memon, SR Wagner, CF Pedersen, FHA Beevi… - Sensors, 2014 - mdpi.com", FHA Beevi… ,Google Scholar,http://www.mdpi.com/1424-8220/14/3/4312/htm,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28human+OR+affective%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=0
"human,affective",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (human OR affective),State of the art of smart homes,"LC De Silva, C Morikawa, IM Petra - … Applications of Artificial Intelligence, 2012 - Elsevier", IM Petra ,Google Scholar,http://www.sciencedirect.com/science/article/pii/S095219761200098X,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28human+OR+affective%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=0
"human,affective",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (human OR affective),Handbook of ambient assisted living,"JC Augusto, M Huch, A Kameas, J Maitland… - 2012 - pdfs.semanticscholar.org", J Maitland… ,Google Scholar,https://pdfs.semanticscholar.org/a864/76064cc0bc38a65edb486d61a04ebbaf4504.pdf,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28human+OR+affective%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=0
"human,affective",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (human OR affective),Ambient Assisted Living system for in-home monitoring of healthy independent elders,"JA Botia, A Villa, J Palma - Expert Systems with Applications, 2012 - Elsevier", J Palma ,Google Scholar,http://www.sciencedirect.com/science/article/pii/S095741741200173X,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28human+OR+affective%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=0
"human,affective",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (human OR affective),How smart is your home?,"DJ Cook - Science, 2012 - science.sciencemag.org",DJ Cook ,Google Scholar,http://science.sciencemag.org/content/335/6076/1579.short,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28human+OR+affective%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=10
"human,affective",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (human OR affective),Intelligent environments: a manifesto,"JC Augusto, V Callaghan, D Cook, A Kameas… - Human-Centric …, 2013 - Springer", A Kameas… ,Google Scholar,http://link.springer.com/article/10.1186/2192-1962-3-12,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28human+OR+affective%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=10
"human,affective",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (human OR affective),"Ubiquitous computing: smart devices, environments and interactions",S Poslad - 2011 - books.google.com,S Poslad ,Google Scholar,https://books.google.co.uk/books?hl=en&lr=&id=AY4qP52Po_YC&oi=fnd&pg=PT10&dq=(ambient+intelligence+OR+ambient+system+OR+smart+environment)+AND+(human+OR+affective)&ots=QET93Z_9Ms&sig=ZO8jcLrTtfClFKIQsboh7ObDyRc,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28human+OR+affective%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=10
"human,affective",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (human OR affective),"Sentient city: Ubiquitous computing, architecture, and the future of urban space",M Shepard - 2011 - dl.acm.org,M Shepard ,Google Scholar,http://dl.acm.org/citation.cfm?id=1972523,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28human+OR+affective%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=10
"human,affective",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (human OR affective),RFID technology for IoT-based personal healthcare in smart spaces,"S Amendola, R Lodato, S Manzari… - IEEE Internet of …, 2014 - ieeexplore.ieee.org", S Manzari… ,Google Scholar,http://ieeexplore.ieee.org/abstract/document/6780609/,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28human+OR+affective%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=10
"human,affective",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (human OR affective),Smart homes for the elderly dementia sufferers: identification and prediction of abnormal behaviour,"A Lotfi, C Langensiepen, SM Mahmoud… - … of ambient intelligence …, 2012 - Springer", SM Mahmoud… ,Google Scholar,http://link.springer.com/article/10.1007/s12652-010-0043-x,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28human+OR+affective%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=10
"human,affective",22/11/2017,(ambient intelligence OR ambient system OR smart environment) AND (human OR affective),Ambient RF energy harvesting in urban and semi-urban environments,"M Pinuela, PD Mitcheson… - IEEE Transactions on …, 2013 - ieeexplore.ieee.org", PD Mitcheson… ,Google Scholar,http://ieeexplore.ieee.org/abstract/document/6519964/,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28human+OR+affective%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=10
